season,crop,area,production
Rabi,Maize,7070,50098
Rabi,Moong(Green Gram),117,79
Rabi,Onion,84,1195
Rabi,Potato,36,634
Rabi,Ragi,823,1227
Rabi,Rice,6998,17768
Rabi,Safflower,20,33
Rabi,Small millets,15,18
Rabi,Sunflower,4459,1904
Rabi,Sweet potato,7,67
Rabi,Tobacco,115,178
Rabi,Tomato,1395,31096
Rabi,Urad,153,156
Rabi,Wheat,134,151
Whole Year,Coconut,646,5571000
Kharif,Arecanut,453,186
Kharif,Arhar/Tur,49932,9287
Kharif,Bajra,1332,1227
Kharif,Brinjal,407,8624
Kharif,Cabbage,2,38
Kharif,Cashewnut,9,3
Kharif,Castor seed,11416,5366
Kharif,Cotton(lint),37661,77316
Kharif,Cowpea(Lobia),527,253
Kharif,Dry chillies,2647,3965
Kharif,Grapes,247,5644
Kharif,Groundnut,711145,286591
Kharif,Horse-gram,2317,1353
Kharif,Jowar,14486,9749
Kharif,Lemon,391,2003
Kharif,Linseed,7,3
Kharif,Maize,27087,53226
Kharif,Mango,8711,74653
Kharif,Moong(Green Gram),481,534
Kharif,Onion,1414,31097
Kharif,Other Kharif pulses,62,18
Kharif,other oilseeds,13865,9431
Kharif,Papaya,230,22418
Kharif,Pome Granet,1450,23722
Kharif,Ragi,2055,3163
Kharif,Rice,28114,59377
Kharif,Sapota,2181,20517
Kharif,Small millets,935,856
Kharif,Soyabean,2401,3866
Kharif,Sugarcane,281,26505
Kharif,Sunflower,8109,6698
Kharif,Tobacco,6,11
Kharif,Tomato,2991,88620
Kharif,Turmeric,46,567
Kharif,Urad,48,45
Rabi,Bajra,17,16
Rabi,Brinjal,356,7543
Rabi,Cabbage,11,207
Rabi,Castor seed,31,15
Rabi,Coriander,1971,1234
Rabi,Cotton(lint),62,127
Rabi,Cowpea(Lobia),32,26
Rabi,Dry chillies,27,54
Rabi,Gram,85768,68614
Rabi,Groundnut,17303,26335
Rabi,Horse-gram,2510,1416
Rabi,Jowar,6605,3137
Rabi,Maize,7777,57970
Rabi,Moong(Green Gram),129,81
Rabi,Onion,611,14317
Rabi,Other Kharif pulses,5,6
Rabi,Ragi,822,1462
Rabi,Rice,12283,28558
Rabi,Safflower,58,41
Rabi,Small millets,11,10
Rabi,Sunflower,5911,2879
Rabi,Sweet potato,1,9
Rabi,Tobacco,183,309
Rabi,Tomato,3482,80532
Rabi,Urad,4,3
Rabi,Wheat,62,39
Whole Year,Banana,8661,483881
Whole Year,Cashewnut,9,3
Whole Year,Castor seed,11447,5381
Whole Year,Coconut,552,3969000
Whole Year,Coriander,1971,1234
Whole Year,Linseed,7,3
Whole Year,Potato,82,1179
Whole Year,Safflower,58,41
Whole Year,Sweet potato,1,9
Whole Year,Wheat,62,39
Kharif,Arhar/Tur,37562,4845
Kharif,Bajra,1752,1028
Kharif,Brinjal,320,7596
Kharif,Cabbage,10,123
Kharif,Cashewnut,19,7
Kharif,Castor seed,10320,5903
Kharif,Coriander,162,84
Kharif,Cotton(lint),73734,103779
Kharif,Cowpea(Lobia),982,410
Kharif,Dry chillies,2799,11848
Kharif,Grapes,309,6886
Kharif,Groundnut,550794,148714
Kharif,Horse-gram,3692,1658
Kharif,Jowar,13189,4234
Kharif,Lemon,416,3618
Kharif,Maize,16839,42687
Kharif,Mango,11278,70939
Kharif,Mesta,15,106
Kharif,Moong(Green Gram),2428,2994
Kharif,Onion,1969,35214
Kharif,Other Kharif pulses,25,2
Kharif,other oilseeds,31,49
Kharif,Papaya,374,29443
Kharif,Pome Granet,1572,16416
Kharif,Potato,15,281
Kharif,Ragi,1136,1713
Kharif,Rice,22658,68155
Kharif,Sapota,2151,19520
Kharif,Small millets,691,606
Kharif,Soyabean,44,50
Kharif,Sugarcane,30,2456
Kharif,Sunflower,5066,1180
Kharif,Tobacco,15,43
Kharif,Tomato,3976,113236
Kharif,Turmeric,19,223
Kharif,Urad,188,249
Rabi,Bajra,47,28
Rabi,Brinjal,468,11108
Rabi,Cabbage,2,25
Rabi,Castor seed,229,131
Rabi,Coriander,8223,4251
Rabi,Cotton(lint),884,1244
Rabi,Cowpea(Lobia),234,263
Rabi,Dry chillies,124,387
Rabi,Gram,68092,38676
Rabi,Groundnut,14957,24679
Rabi,Horse-gram,8079,3700
Rabi,Jowar,5263,1368
Rabi,Maize,4474,31618
Rabi,Moong(Green Gram),586,481
Rabi,Onion,297,6767
Rabi,Other  Rabi pulses,2,2
Rabi,Potato,77,1442
Rabi,Ragi,734,1122
Rabi,Rice,6553,14377
Rabi,Safflower,310,87
Rabi,Small millets,47,41
Rabi,Sunflower,3386,1642
Rabi,Sweet potato,4,44
Rabi,Tobacco,341,635
Rabi,Tomato,4191,87055
Rabi,Urad,42,61
Whole Year,Coconut,687,5756000
Whole Year,Rice,29211,82532
Kharif,Arhar/Tur,6100,900
Kharif,Bajra,1700,1900
Kharif,Dry chillies,600,800
Kharif,Groundnut,234900,144200
Kharif,Horse-gram,3100,2000
Kharif,Jowar,2400,1500
Kharif,Maize,100,300
Kharif,Moong(Green Gram),200,100
Kharif,Other Kharif pulses,2200,300
Kharif,Ragi,10800,9900
Kharif,Rice,42300,84400
Kharif,Samai,1300,200
Kharif,Sesamum,400,100
Kharif,Sugarcane,29600,2775100
Kharif,Sunflower,1300,600
Rabi,Dry chillies,3000,2100
Rabi,Groundnut,28300,69800
Rabi,Horse-gram,1200,400
Rabi,Ragi,1600,2300
Rabi,Rice,57400,137400
Rabi,Sunflower,900,400
Kharif,Arhar/Tur,6100,1000
Kharif,Bajra,1700,3400
Kharif,Castor seed,200,100
Kharif,Dry chillies,600,900
Kharif,Groundnut,235500,211000
Kharif,Horse-gram,3000,1700
Kharif,Jowar,2500,1400
Kharif,Korra,100,100
Kharif,Maize,100,300
Kharif,Moong(Green Gram),300,200
Kharif,Other Kharif pulses,2300,400
Kharif,Ragi,10800,11000
Kharif,Rice,42000,105400
Kharif,Samai,1500,300
Kharif,Sesamum,400,100
Kharif,Sunflower,1000,700
Kharif,Urad,200,200
Rabi,Dry chillies,3200,4100
Rabi,Groundnut,31100,83800
Rabi,Horse-gram,1100,800
Rabi,Maize,100,300
Rabi,Ragi,1600,2700
Rabi,Rice,62400,159200
Rabi,Sesamum,300,100
Rabi,Sunflower,800,300
Whole Year,Sugarcane,34500,3377000
Kharif,Bajra,2531,2817
Kharif,Castor seed,185,35
Kharif,Cotton(lint),2,2
Kharif,Groundnut,188615,79784
Kharif,Horse-gram,3350,1853
Kharif,Jowar,1360,797
Kharif,Maize,181,514
Kharif,Masoor,5096,637
Kharif,Moong(Green Gram),159,113
Kharif,Ragi,8199,5666
Kharif,Rice,37542,75477
Kharif,Sesamum,484,117
Kharif,Sunflower,1207,700
Kharif,Urad,120,73
Rabi,Bajra,68,76
Rabi,Gram,1,1
Rabi,Groundnut,26755,63383
Rabi,Horse-gram,2034,620
Rabi,Jowar,39,40
Rabi,Linseed,28,2
Rabi,Maize,67,324
Rabi,Moong(Green Gram),85,23
Rabi,Ragi,1354,1887
Rabi,Rice,37489,76800
Rabi,Sesamum,587,135
Rabi,Urad,70,46
Whole Year,Dry chillies,3370,4968
Whole Year,Onion,548,8149
Whole Year,Sugarcane,44929,4097998
Whole Year,Tobacco,17,17
Kharif,Arhar/Tur,6032,2172
Kharif,Bajra,3771,4936
Kharif,Castor seed,546,166
Kharif,Cotton(lint),19,25
Kharif,Dry chillies,522,770
Kharif,Gram,6,5
Kharif,Groundnut,192106,218617
Kharif,Horse-gram,3774,2004
Kharif,Jowar,3556,2703
Kharif,Korra,13,9
Kharif,Maize,357,930
Kharif,Mesta,6,53
Kharif,Moong(Green Gram),138,61
Kharif,Onion,286,3991
Kharif,Other Kharif pulses,2988,650
Kharif,other misc. pulses,1653,464
Kharif,Ragi,11350,12133
Kharif,Rice,33776,89236
Kharif,Samai,2348,587
Kharif,Sesamum,432,100
Kharif,Small millets,2361,596
Kharif,Sunflower,535,449
Kharif,Urad,120,7
Rabi,Bajra,393,514
Rabi,Dry chillies,2676,3056
Rabi,Groundnut,22396,60156
Rabi,Horse-gram,1509,318
Rabi,Jowar,54,65
Rabi,Linseed,30,6
Rabi,Maize,56,302
Rabi,Moong(Green Gram),42,14
Rabi,Onion,230,5494
Rabi,Other  Rabi pulses,13,2
Rabi,other misc. pulses,13,2
Rabi,Ragi,1667,2405
Rabi,Rapeseed &Mustard,2,1
Rabi,Rice,41442,97181
Rabi,Sesamum,735,154
Rabi,Urad,168,135
Rabi,Wheat,5,3
Whole Year,Banana,953,19033
Whole Year,Cashewnut,126,27
Whole Year,Coconut,4011,17215660
Whole Year,Coriander,60,19
Whole Year,Potato,957,8177
Whole Year,Sugarcane,40539,3697441
Whole Year,Sweet potato,163,2203
Whole Year,Tapioca,1,8
Whole Year,Tobacco,14,13
Whole Year,Turmeric,89,620
Kharif,Arhar/Tur,5403,924
Kharif,Bajra,2934,3556
Kharif,Castor seed,313,88
Kharif,Cotton(lint),2,2
Kharif,Dry chillies,443,641
Kharif,Gram,5,6
Kharif,Groundnut,171365,125096
Kharif,Horse-gram,2373,1241
Kharif,Jowar,2400,2174
Kharif,Korra,13,10
Kharif,Maize,294,786
Kharif,Mesta,5,43
Kharif,Moong(Green Gram),225,109
Kharif,Onion,248,3441
Kharif,Other Kharif pulses,2351,654
Kharif,Ragi,11835,8758
Kharif,Rice,24377,55311
Kharif,Samai,1976,522
Kharif,Sesamum,162,27
Kharif,Small millets,1989,532
Kharif,Sunflower,1358,1177
Kharif,Urad,141,51
Rabi,Bajra,258,313
Rabi,Dry chillies,2958,4609
Rabi,Groundnut,21443,59311
Rabi,Horse-gram,1569,849
Rabi,Jowar,46,67
Rabi,Linseed,21,5
Rabi,Maize,81,524
Rabi,Moong(Green Gram),82,25
Rabi,Onion,304,6772
Rabi,Ragi,1776,2366
Rabi,Rice,62049,170573
Rabi,Sesamum,442,214
Rabi,Urad,189,129
Rabi,Wheat,4,
Whole Year,Banana,1005,7156
Whole Year,Cashewnut,126,34
Whole Year,Coconut,4133,14827800
Whole Year,Coriander,51,18
Whole Year,Potato,1024,9447
Whole Year,Sugarcane,38789,3337250
Whole Year,Sweet potato,188,2495
Whole Year,Tobacco,33,38
Whole Year,Turmeric,69,341
Kharif,Arhar/Tur,4113,440
Kharif,Bajra,2366,1171
Kharif,Castor seed,234,48
Kharif,Dry chillies,519,791
Kharif,Groundnut,101638,50108
Kharif,Horse-gram,6941,3679
Kharif,Jowar,1647,865
Kharif,Maize,261,253
Kharif,Mesta,4,30
Kharif,Moong(Green Gram),174,26
Kharif,Onion,205,2451
Kharif,Other Kharif pulses,1535,428
Kharif,Ragi,6905,6643
Kharif,Rice,20137,50020
Kharif,Sesamum,234,22
Kharif,Small millets,1687,364
Kharif,Sunflower,2098,1320
Kharif,Urad,133,7
Rabi,Arhar/Tur,17,2
Rabi,Bajra,42,21
Rabi,Dry chillies,2199,4253
Rabi,Gram,20,16
Rabi,Groundnut,18706,52714
Rabi,Horse-gram,3471,1284
Rabi,Jowar,130,155
Rabi,Linseed,14,4
Rabi,Maize,284,1968
Rabi,Moong(Green Gram),172,44
Rabi,Onion,266,4753
Rabi,Other  Rabi pulses,4,1
Rabi,other oilseeds,22,26
Rabi,Ragi,1102,1365
Rabi,Rice,30034,76827
Rabi,Sesamum,386,125
Rabi,Urad,260,151
Rabi,Wheat,5,7
Whole Year,Banana,960,50841
Whole Year,Beans & Mutter(Vegetable),1509,7788
Whole Year,Bhindi,340,2533
Whole Year,Brinjal,1784,18027
Whole Year,Cabbage,4,0
Whole Year,Cashewnut,121,15
Whole Year,Citrus Fruit,232,1172
Whole Year,Coconut,4296,17209269
Whole Year,Coriander,86,24
Whole Year,Cucumber,8,0
Whole Year,Grapes,36,673
Whole Year,Mango,47834,335015
Whole Year,Orange,4,39
Whole Year,Other Fresh Fruits,114,153
Whole Year,Other Vegetables,918,0
Whole Year,Papaya,39,5087
Whole Year,Peas  (vegetable),1,0
Whole Year,Pome Fruit,66,3411
Whole Year,Potato,1126,9776
Whole Year,Sugarcane,39436,2684685
Whole Year,Sweet potato,160,1739
Whole Year,Tobacco,66,107
Whole Year,Tomato,16838,139087
Whole Year,Turmeric,76,247
Kharif,Arhar/Tur,8476,636
Kharif,Bajra,2166,3611
Kharif,Castor seed,372,155
Kharif,Dry chillies,412,1014
Kharif,Groundnut,137201,92611
Kharif,Horse-gram,5495,2121
Kharif,Jowar,2410,2832
Kharif,Korra,16,12
Kharif,Maize,742,1273
Kharif,Mesta,2,16
Kharif,Moong(Green Gram),631,343
Kharif,Onion,253,3691
Kharif,Other Kharif pulses,1929,581
Kharif,Ragi,10014,8392
Kharif,Rice,18495,38562
Kharif,Samai,2058,698
Kharif,Sesamum,186,54
Kharif,Small millets,2074,710
Kharif,Sunflower,2563,1488
Kharif,Urad,433,267
Rabi,Arhar/Tur,10,1
Rabi,Bajra,36,60
Rabi,Dry chillies,2792,5832
Rabi,Groundnut,22411,51164
Rabi,Horse-gram,1942,1051
Rabi,Jowar,6,7
Rabi,Linseed,19,5
Rabi,Maize,392,2195
Rabi,Moong(Green Gram),221,75
Rabi,Onion,265,5538
Rabi,Other  Rabi pulses,6,1
Rabi,Ragi,925,1486
Rabi,Rice,27286,46714
Rabi,Sesamum,580,103
Rabi,Urad,229,89
Rabi,Wheat,7,2
Whole Year,Banana,587,21222
Whole Year,Beans & Mutter(Vegetable),1364,6842
Whole Year,Bhindi,382,3041
Whole Year,Brinjal,1664,18271
Whole Year,Cabbage,73,0
Whole Year,Cashewnut,124,33
Whole Year,Citrus Fruit,221,3750
Whole Year,Coconut,4294,16827552
Whole Year,Coriander,119,31
Whole Year,Cucumber,1,0
Whole Year,Grapes,32,555
Whole Year,Mango,48572,234579
Whole Year,Orange,6,96
Whole Year,Other Fresh Fruits,459,149
Whole Year,Other Vegetables,686,0
Whole Year,Papaya,17,1544
Whole Year,Pome Fruit,69,3933
Whole Year,Potato,1291,12045
Whole Year,Sugarcane,26845,1881888
Whole Year,Sweet potato,177,1280
Whole Year,Tobacco,2,3
Whole Year,Tomato,19636,180151
Whole Year,Turmeric,60,417
Kharif,Arhar/Tur,8225,1390
Kharif,Bajra,2684,3521
Kharif,Castor seed,351,205
Kharif,Dry chillies,537,1171
Kharif,Gram,9,8
Kharif,Groundnut,194943,138410
Kharif,Horse-gram,3996,1798
Kharif,Jowar,2659,2444
Kharif,Maize,509,1461
Kharif,Mesta,2,17
Kharif,Moong(Green Gram),337,125
Kharif,Onion,250,4242
Kharif,Other Kharif pulses,3863,872
Kharif,Ragi,11249,14376
Kharif,Rice,19055,43331
Kharif,Sesamum,904,86
Kharif,Small millets,1922,652
Kharif,Sunflower,3154,1822
Kharif,Urad,264,127
Rabi,Bajra,57,75
Rabi,Dry chillies,2285,11110
Rabi,Gram,2,2
Rabi,Groundnut,23819,60381
Rabi,Horse-gram,2283,304
Rabi,Jowar,25,39
Rabi,Linseed,11,1
Rabi,Maize,354,2559
Rabi,Moong(Green Gram),218,71
Rabi,Onion,351,7244
Rabi,Other  Rabi pulses,41,9
Rabi,Ragi,868,1961
Rabi,Rice,25822,69177
Rabi,Sesamum,1071,698
Rabi,Sunflower,1912,1115
Rabi,Urad,314,199
Rabi,Wheat,2,
Whole Year,Banana,586,30560
Whole Year,Cashewnut,119,25
Whole Year,Coconut,4165,31934060
Whole Year,Coriander,125,30
Whole Year,Potato,1892,18727
Whole Year,Sugarcane,21928,1865393
Whole Year,Sweet potato,211,434
Whole Year,Tobacco,4,4
Whole Year,Turmeric,88,794
Kharif,Arhar/Tur,7752,1869
Kharif,Bajra,1860,2217
Kharif,Castor seed,368,269
Kharif,Cotton(lint),4,4
Kharif,Dry chillies,459,858
Kharif,Groundnut,177541,130670
Kharif,Horse-gram,3713,1504
Kharif,Jowar,1825,1221
Kharif,Maize,417,2150
Kharif,Mesta,2,18
Kharif,Moong(Green Gram),511,354
Kharif,Onion,254,4762
Kharif,Other Kharif pulses,3614,868
Kharif,Ragi,9199,11269
Kharif,Rice,16240,37173
Kharif,Sesamum,185,31
Kharif,Small millets,1834,588
Kharif,Urad,212,73
Rabi,Bajra,58,69
Rabi,Dry chillies,2159,7967
Rabi,Groundnut,17796,44223
Rabi,Horse-gram,1932,730
Rabi,Jowar,33,57
Rabi,Linseed,5,2
Rabi,Maize,356,2660
Rabi,Moong(Green Gram),70,21
Rabi,Onion,253,6018
Rabi,Other  Rabi pulses,27,6
Rabi,Ragi,1097,1748
Rabi,Rice,66351,193612
Rabi,Sesamum,365,246
Rabi,Urad,98,62
Whole Year,Banana,468,25070
Whole Year,Cashewnut,119,32
Whole Year,Coconut,3914,15729168
Whole Year,Coriander,110,49
Whole Year,Potato,1312,12841
Whole Year,Sugarcane,22453,1972429
Whole Year,Sunflower,2445,1436
Whole Year,Sweet potato,249,1102
Whole Year,Tobacco,7,7
Whole Year,Turmeric,52,394
Kharif,Arhar/Tur,5496,1533
Kharif,Bajra,1456,942
Kharif,Castor seed,297,149
Kharif,Dry chillies,413,1104
Kharif,Groundnut,87185,46470
Kharif,Horse-gram,5600,2694
Kharif,Jowar,966,751
Kharif,Maize,386,1378
Kharif,Mesta,2,18
Kharif,Moong(Green Gram),284,35
Kharif,Onion,206,3454
Kharif,Other Kharif pulses,2434,572
Kharif,Ragi,8605,7374
Kharif,Rice,17049,42520
Kharif,Sesamum,222,57
Kharif,Small millets,1189,292
Kharif,Urad,144,55
Rabi,Arhar/Tur,2,1
Rabi,Bajra,30,19
Rabi,Dry chillies,2405,8975
Rabi,Groundnut,18109,52842
Rabi,Horse-gram,2627,1532
Rabi,Jowar,29,35
Rabi,Linseed,4,1
Rabi,Maize,788,5971
Rabi,Moong(Green Gram),144,54
Rabi,Onion,189,4612
Rabi,Other  Rabi pulses,34,18
Rabi,Ragi,917,1265
Rabi,Rice,29164,85101
Rabi,Sesamum,264,149
Rabi,Urad,426,333
Rabi,Wheat,4,1
Whole Year,Banana,556,27205
Whole Year,Cashewnut,117,31
Whole Year,Coconut,4307,34924554
Whole Year,Coriander,155,52
Whole Year,Potato,1429,12086
Whole Year,Sugarcane,37965,3496956
Whole Year,Sunflower,5492,3852
Whole Year,Sweet potato,246,1351
Whole Year,Tobacco,114,134
Whole Year,Turmeric,81,635
Kharif,Arhar/Tur,7000,1000
Kharif,Bajra,2000,3000
Kharif,Dry chillies,1000,1000
Kharif,Groundnut,146000,246000
Kharif,Horse-gram,4000,2000
Kharif,Jowar,1000,1000
Kharif,Maize,1000,3000
Kharif,Moong(Green Gram),1000,
Kharif,Other Kharif pulses,2000,1000
Kharif,Ragi,8000,6000
Kharif,Rice,15000,42000
Kharif,Small millets,1000,
Kharif,Sunflower,1000,
Rabi,Dry chillies,2000,7000
Rabi,Groundnut,21000,57000
Rabi,Horse-gram,2000,1000
Rabi,Maize,1000,4000
Rabi,Ragi,1000,1000
Rabi,Rice,37000,116000
Rabi,Sunflower,5000,6000
Whole Year,Sugarcane,30000,2819000
Kharif,Arhar/Tur,7173,2554
Kharif,Bajra,1714,3286
Kharif,Castor seed,499,376
Kharif,Cotton(lint),24,37
Kharif,Dry chillies,514,1276
Kharif,Groundnut,171653,84110
Kharif,Horse-gram,2238,1256
Kharif,Jowar,1205,812
Kharif,Maize,843,3937
Kharif,Moong(Green Gram),482,188
Kharif,Onion,289,4856
Kharif,Other Kharif pulses,1607,783
Kharif,Ragi,7179,4142
Kharif,Rice,17596,46242
Kharif,Sesamum,236,46
Kharif,Small millets,848,241
Kharif,Urad,303,110
Rabi,Bajra,9,17
Rabi,Dry chillies,2500,5155
Rabi,Gram,19,74
Rabi,Groundnut,17250,46506
Rabi,Horse-gram,1318,1078
Rabi,Maize,957,8450
Rabi,Moong(Green Gram),191,65
Rabi,Onion,171,4081
Rabi,Ragi,812,1522
Rabi,Rice,37927,118636
Rabi,Sesamum,329,143
Rabi,Urad,376,252
Whole Year,Banana,708,22390
Whole Year,Cashewnut,90,26
Whole Year,Coconut,3915,35594856
Whole Year,Coriander,102,42
Whole Year,Potato,1374,12392
Whole Year,Sugarcane,26916,2263880
Whole Year,Sunflower,3183,2015
Whole Year,Sweet potato,110,628
Whole Year,Tapioca,3,37
Whole Year,Tobacco,225,359
Whole Year,Turmeric,64,646
Kharif,Arhar/Tur,6406,1377
Kharif,Bajra,2859,3336
Kharif,Castor seed,278,138
Kharif,Cotton(lint),66,94
Kharif,Dry chillies,591,1415
Kharif,Groundnut,123097,71889
Kharif,Horse-gram,11704,7970
Kharif,Jowar,1302,1413
Kharif,Maize,1326,4915
Kharif,Moong(Green Gram),601,154
Kharif,Onion,197,3190
Kharif,Other Kharif pulses,1766,512
Kharif,Ragi,8370,10437
Kharif,Rice,19758,56192
Kharif,Sesamum,146,36
Kharif,Small millets,908,289
Kharif,Urad,307,91
Rabi,Arhar/Tur,262,56
Rabi,Bajra,17,20
Rabi,Dry chillies,2297,7695
Rabi,Gram,2,2
Rabi,Groundnut,16334,58966
Rabi,Horse-gram,2244,1696
Rabi,Maize,611,4466
Rabi,Moong(Green Gram),159,63
Rabi,Onion,163,4015
Rabi,Ragi,873,1913
Rabi,Rice,35155,113937
Rabi,Sesamum,557,185
Rabi,Urad,646,478
Whole Year,Banana,769,40826
Whole Year,Cashewnut,98,29
Whole Year,Coconut,3893,22798170
Whole Year,Coriander,125,64
Whole Year,Potato,1402,12099
Whole Year,Sugarcane,27193,2261081
Whole Year,Sunflower,3280,2647
Whole Year,Sweet potato,226,1332
Whole Year,Tapioca,10,131
Whole Year,Tobacco,301,508
Whole Year,Turmeric,32,387
Kharif,Arhar/Tur,10943,1182
Kharif,Bajra,3081,5882
Kharif,Castor seed,180,158
Kharif,Cotton(lint),235,98
Kharif,Groundnut,148596,159741
Kharif,Horse-gram,4010,1941
Kharif,Jowar,1357,852
Kharif,Maize,970,4969
Kharif,Mesta,2,18
Kharif,Moong(Green Gram),845,268
Kharif,Onion,178,3535
Kharif,Other Kharif pulses,1912,541
Kharif,Ragi,6849,9876
Kharif,Rice,18019,53639
Kharif,Sesamum,203,34
Kharif,Small millets,572,165
Kharif,Urad,608,257
Rabi,Arhar/Tur,10,1
Rabi,Bajra,15,29
Rabi,Dry chillies,2034,4153
Rabi,Groundnut,13361,31332
Rabi,Horse-gram,1774,1151
Rabi,Linseed,18,
Rabi,Maize,539,4914
Rabi,Moong(Green Gram),335,118
Rabi,Onion,196,5274
Rabi,Ragi,847,1266
Rabi,Rapeseed &Mustard,16,39
Rabi,Rice,43558,131502
Rabi,Sesamum,334,118
Rabi,Urad,1126,601
Whole Year,Banana,923,46782
Whole Year,Cashewnut,100,24
Whole Year,Coriander,113,77
Whole Year,Potato,1138,10817
Whole Year,Sugarcane,27719,2311342
Whole Year,Sunflower,1048,578
Whole Year,Sweet potato,239,3062
Whole Year,Tapioca,15,99
Whole Year,Tobacco,130,229
Whole Year,Turmeric,47,369
Kharif,Arhar/Tur,8019,1203
Kharif,Bajra,2353,4958
Kharif,Castor seed,175,11
Kharif,Cotton(lint),400,65
Kharif,Cowpea(Lobia),1078,347
Kharif,Groundnut,132056,82799
Kharif,Horse-gram,3394,1806
Kharif,Jowar,65,80
Kharif,Maize,930,3084
Kharif,Moong(Green Gram),506,325
Kharif,Onion,180,2594
Kharif,Other Kharif pulses,2102,671
Kharif,Ragi,6608,7203
Kharif,Rice,17342,55719
Kharif,Sesamum,88,20
Kharif,Small millets,379,128
Kharif,Urad,388,207
Rabi,Arhar/Tur,12,2
Rabi,Bajra,2,4
Rabi,Cowpea(Lobia),9,7
Rabi,Dry chillies,1897,2474
Rabi,Gram,2,1
Rabi,Groundnut,14103,45637
Rabi,Horse-gram,1621,1149
Rabi,Linseed,11,2
Rabi,Maize,877,6805
Rabi,Moong(Green Gram),270,161
Rabi,Onion,196,4013
Rabi,Other  Rabi pulses,17,5
Rabi,Ragi,693,1398
Rabi,Rice,33764,113211
Rabi,Sesamum,284,146
Rabi,Urad,2528,1772
Whole Year,Banana,886,55948
Whole Year,Cashewnut,76,19
Whole Year,Coconut,3663,29376960
Whole Year,Coriander,74,43
Whole Year,Potato,1151,15206
Whole Year,Sugarcane,28405,2577106
Whole Year,Sunflower,1342,927
Whole Year,Sweet potato,288,3490
Whole Year,Tapioca,10,100
Whole Year,Tobacco,51,82
Whole Year,Turmeric,31,255
Kharif,Arhar/Tur,7594,1268
Kharif,Bajra,1681,4211
Kharif,Brinjal,875,18642
Kharif,Cabbage,106,1200
Kharif,Cashewnut,75,20
Kharif,Castor seed,192,73
Kharif,Cotton(lint),317,405
Kharif,Cowpea(Lobia),999,276
Kharif,Grapes,30,546
Kharif,Groundnut,135619,86932
Kharif,Horse-gram,3473,2414
Kharif,Jowar,41,
Kharif,Lemon,48,427
Kharif,Maize,1078,4375
Kharif,Mango,56760,502212
Kharif,Moong(Green Gram),389,215
Kharif,Onion,153,2921
Kharif,Other Kharif pulses,1791,480
Kharif,Papaya,558,60785
Kharif,Pome Granet,65,872
Kharif,Potato,240,3618
Kharif,Ragi,6616,5776
Kharif,Rice,12952,45241
Kharif,Sapota,186,2455
Kharif,Sesamum,55,13
Kharif,Small millets,228,67
Kharif,Soyabean,11,20
Kharif,Sugarcane,28106,2491232
Kharif,Sunflower,82,62
Kharif,Sweet potato,44,503
Kharif,Tomato,8521,143886
Kharif,Turmeric,17,190
Kharif,Urad,268,253
Rabi,Arhar/Tur,13,2
Rabi,Bajra,5,13
Rabi,Brinjal,729,15531
Rabi,Cabbage,179,2027
Rabi,Coriander,49,29
Rabi,Cotton(lint),226,288
Rabi,Cowpea(Lobia),19,17
Rabi,Dry chillies,1702,3877
Rabi,Gram,17,13
Rabi,Groundnut,14610,39725
Rabi,Horse-gram,2260,1383
Rabi,Maize,547,3876
Rabi,Moong(Green Gram),236,159
Rabi,Onion,193,2745
Rabi,Other  Rabi pulses,10,12
Rabi,Potato,845,12739
Rabi,Ragi,704,1050
Rabi,Rice,34557,126168
Rabi,Sesamum,347,198
Rabi,Sunflower,812,414
Rabi,Sweet potato,186,2127
Rabi,Tobacco,55,78
Rabi,Tomato,4908,106037
Rabi,Urad,1621,1598
Whole Year,Coconut,3351,28899000
Kharif,Arhar/Tur,7601,1923
Kharif,Bajra,1789,3907
Kharif,Brinjal,919,19001
Kharif,Cabbage,114,2140
Kharif,Cashewnut,75,24
Kharif,Castor seed,228,107
Kharif,Coriander,27,16
Kharif,Cotton(lint),157,391
Kharif,Cowpea(Lobia),1116,317
Kharif,Grapes,23,417
Kharif,Groundnut,143027,142455
Kharif,Horse-gram,5499,3211
Kharif,Jowar,12,10
Kharif,Lemon,46,236
Kharif,Maize,1905,7683
Kharif,Mango,66615,588344
Kharif,Moong(Green Gram),540,599
Kharif,Onion,170,3201
Kharif,Other Kharif pulses,1792,520
Kharif,other oilseeds,280,196
Kharif,Papaya,526,13845
Kharif,Pome Granet,78,1126
Kharif,Ragi,8006,10512
Kharif,Rice,15206,48766
